id,country_id,firstname,lastname,fullname,image_path,dateofbirth,gender,battingstyle,bowlingstyle,position,updated_at
1745,153732,Munaf,Patel,Munaf Patel,https://cdn.sportmonks.com/images/cricket/players/17/1745.png,1983-07-12,m,right-hand-bat,right-arm-fast-medium,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-05T18:00:58.000000Z
1748,153732,Irfan,Pathan,Irfan Pathan,https://cdn.sportmonks.com/images/cricket/players/20/1748.png,1984-10-27,m,left-hand-bat,left-arm-fast-medium,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-02T12:49:03.000000Z
1751,153732,Virender,Sehwag,Virender Sehwag,https://cdn.sportmonks.com/images/cricket/players/23/1751.png,1978-10-20,m,right-hand-bat,right-arm-offbreak,"{'resource': 'positions', 'id': 1, 'name': 'Batsman'}",2020-04-09T04:46:52.000000Z
1754,153732,Shanthakumaran,Sreesanth,Shanthakumaran Sreesanth,https://cdn.sportmonks.com/images/cricket/players/26/1754.png,1983-02-06,m,right-hand-bat,right-arm-fast-medium,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-07T09:21:14.000000Z
1757,153732,Sachin,Tendulkar,Sachin Tendulkar,https://cdn.sportmonks.com/images/cricket/players/29/1757.png,1973-04-24,m,right-hand-bat,legbreak,"{'resource': 'positions', 'id': 1, 'name': 'Batsman'}",2020-04-07T07:41:40.000000Z
1760,153732,Robin,Uthappa,Robin Uthappa,https://cdn.sportmonks.com/images/cricket/players/0/1760.png,1985-11-11,m,right-hand-bat,right-arm-fast-medium,"{'resource': 'positions', 'id': 1, 'name': 'Batsman'}",2020-09-18T11:57:10.000000Z
2267,153732,Gautam,Gambhir,Gautam Gambhir,https://cdn.sportmonks.com/images/cricket/players/27/2267.png,1981-10-14,m,left-hand-bat,legbreak,"{'resource': 'positions', 'id': 1, 'name': 'Batsman'}",2020-04-02T05:16:17.000000Z
2270,153732,Yusuf,Pathan,Yusuf Pathan,https://cdn.sportmonks.com/images/cricket/players/30/2270.png,1982-11-17,m,right-hand-bat,right-arm-offbreak,"{'resource': 'positions', 'id': 4, 'name': 'Allrounder'}",2020-04-09T05:23:33.000000Z
2273,153732,Ashish,Nehra,Ashish Nehra,https://cdn.sportmonks.com/images/cricket/players/1/2273.png,1979-04-29,m,right-hand-bat,left-arm-fast-medium,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-03-31T15:46:45.000000Z
2279,153732,Piyush,Chawla,Piyush Chawla,https://cdn.sportmonks.com/images/cricket/players/7/2279.png,1988-12-24,m,left-hand-bat,legbreak,"{'resource': 'positions', 'id': 4, 'name': 'Allrounder'}",2023-05-06T11:09:33.000000Z
2345,153732,Stuart,Binny,Stuart Binny,https://cdn.sportmonks.com/images/cricket/players/9/2345.png,1984-06-03,m,right-hand-bat,right-arm-fast-medium,"{'resource': 'positions', 'id': 4, 'name': 'Allrounder'}",2020-04-08T05:03:51.000000Z
2348,153732,Mohit,Sharma,Mohit Sharma,https://cdn.sportmonks.com/images/cricket/players/12/2348.png,1988-09-18,m,right-hand-bat,right-arm-fast-medium,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-05T09:58:25.000000Z
2423,153732,Pawan,Negi,Pawan Negi,https://cdn.sportmonks.com/images/cricket/players/23/2423.png,1993-01-06,m,left-hand-bat,slow-left-arm-orthodox,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-09-18T18:43:06.000000Z
2669,153732,Varun,Aaron,Varun Aaron,https://cdn.sportmonks.com/images/cricket/players/13/2669.png,1989-10-29,m,right-hand-bat,right-arm-fast,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-09T04:33:33.000000Z
2672,153732,Amit,Mishra,Amit Mishra,https://cdn.sportmonks.com/images/cricket/players/16/2672.png,1982-11-24,m,right-hand-bat,legbreak,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-09-17T15:19:06.000000Z
2687,153732,Krunal,Pandya,Krunal Pandya,https://cdn.sportmonks.com/images/cricket/players/31/2687.png,1991-03-24,m,left-hand-bat,slow-left-arm-orthodox,"{'resource': 'positions', 'id': 4, 'name': 'Allrounder'}",2020-04-04T03:15:20.000000Z
2693,153732,Lakshmipathy,Balaji,Lakshmipathy Balaji,https://cdn.sportmonks.com/images/cricket/players/5/2693.png,1981-09-27,m,right-hand-bat,right-arm-fast-medium,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-04T04:39:57.000000Z
2696,153732,Ashok,Dinda,Ashok Dinda,https://cdn.sportmonks.com/images/cricket/players/8/2696.png,1984-03-25,m,right-hand-bat,right-arm-fast-medium,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-20T14:53:24.000000Z
2699,153732,Manoj,Tiwary,Manoj Tiwary,https://cdn.sportmonks.com/images/cricket/players/11/2699.png,1985-11-14,m,right-hand-bat,legbreak-googly,"{'resource': 'positions', 'id': 4, 'name': 'Allrounder'}",2020-04-04T06:15:28.000000Z
2711,153732,Baba,Aparajith,Baba Aparajith,https://cdn.sportmonks.com/images/cricket/players/23/2711.png,1994-07-08,m,right-hand-bat,right-arm-offbreak,"{'resource': 'positions', 'id': 4, 'name': 'Allrounder'}",2020-04-01T02:32:40.000000Z
2717,153732,Ishwar,Pandey,Ishwar Pandey,https://cdn.sportmonks.com/images/cricket/players/29/2717.png,1989-08-15,m,right-hand-bat,right-arm-fast-medium,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-02T12:56:40.000000Z
2723,153732,Mithun,Manhas,Mithun Manhas,https://cdn.sportmonks.com/images/cricket/players/3/2723.png,1979-10-12,m,right-hand-bat,right-arm-offbreak,"{'resource': 'positions', 'id': 4, 'name': 'Allrounder'}",2020-04-05T06:05:38.000000Z
2729,153732,Ronit,More,Ronit More,https://cdn.sportmonks.com/images/cricket/players/9/2729.png,1992-02-02,m,right-hand-bat,right-arm-fast-medium,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-06T09:16:42.000000Z
2732,153732,Rahul,Sharma,Rahul Sharma,https://cdn.sportmonks.com/images/cricket/players/12/2732.png,1986-11-30,m,right-hand-bat,legbreak-googly,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-06T06:45:47.000000Z
2735,153732,Ankush,Bains,Ankush Bains,https://cdn.sportmonks.com/images/cricket/players/15/2735.png,1995-12-16,m,right-hand-bat,,"{'resource': 'positions', 'id': 3, 'name': 'Wicketkeeper'}",2020-03-31T14:37:10.000000Z
2738,153732,Pratyush,Singh,Pratyush Singh,https://cdn.sportmonks.com/images/cricket/players/18/2738.png,1994-09-04,m,right-hand-bat,legbreak-googly,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-06T06:22:25.000000Z
2741,153732,Eklavya,Dwivedi,Eklavya Dwivedi,https://cdn.sportmonks.com/images/cricket/players/21/2741.png,1988-07-22,m,right-hand-bat,,"{'resource': 'positions', 'id': 3, 'name': 'Wicketkeeper'}",2020-04-02T01:47:00.000000Z
2744,153732,Harshal,Patel,Harshal Patel,https://cdn.sportmonks.com/images/cricket/players/24/2744.png,1990-11-23,m,right-hand-bat,right-arm-fast-medium,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-02T08:27:37.000000Z
2747,153732,Vijay,Zol,Vijay Zol,https://cdn.sportmonks.com/images/cricket/players/27/2747.png,1994-11-23,m,left-hand-bat,right-arm-offbreak,"{'resource': 'positions', 'id': 1, 'name': 'Batsman'}",2020-04-09T04:40:20.000000Z
2750,153732,Abu,Nechim,Abu Nechim,https://cdn.sportmonks.com/images/cricket/players/30/2750.png,1988-11-05,m,right-hand-bat,right-arm-fast-medium,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-03-30T15:53:59.000000Z
2753,153732,Sandeep,Warrier,Sandeep Warrier,https://cdn.sportmonks.com/images/cricket/players/1/2753.png,1991-04-04,m,right-hand-bat,right-arm-fast-medium,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-07T08:09:16.000000Z
2759,153732,Yogesh,Takawale,Yogesh Takawale,https://cdn.sportmonks.com/images/cricket/players/7/2759.png,1984-11-05,m,right-hand-bat,,"{'resource': 'positions', 'id': 3, 'name': 'Wicketkeeper'}",2020-04-09T05:21:15.000000Z
2762,153732,Iqbal,Abdulla,Iqbal Abdulla,https://cdn.sportmonks.com/images/cricket/players/10/2762.png,1989-12-02,m,left-hand-bat,slow-left-arm-orthodox,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-02T12:46:00.000000Z
2765,153732,Manvinder,Bisla,Manvinder Bisla,https://cdn.sportmonks.com/images/cricket/players/13/2765.png,1984-12-27,m,right-hand-bat,,"{'resource': 'positions', 'id': 3, 'name': 'Wicketkeeper'}",2020-04-04T06:19:55.000000Z
2768,153732,Subramaniam,Badrinath,Subramaniam Badrinath,https://cdn.sportmonks.com/images/cricket/players/16/2768.png,1980-08-30,m,right-hand-bat,right-arm-offbreak,"{'resource': 'positions', 'id': 1, 'name': 'Batsman'}",2020-04-07T07:37:21.000000Z
2771,153732,Sreenath,Aravind,Sreenath Aravind,https://cdn.sportmonks.com/images/cricket/players/19/2771.png,1984-04-08,m,left-hand-bat,left-arm-fast-medium,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-08T04:46:18.000000Z
2774,153732,Sarfaraz,Khan,Sarfaraz Khan,https://cdn.sportmonks.com/images/cricket/players/22/2774.png,1997-10-27,m,right-hand-bat,legbreak,"{'resource': 'positions', 'id': 1, 'name': 'Batsman'}",2023-03-23T15:39:41.000000Z
2777,153732,Jalaj,Saxena,Jalaj Saxena,https://cdn.sportmonks.com/images/cricket/players/25/2777.png,1986-12-15,m,right-hand-bat,right-arm-offbreak,"{'resource': 'positions', 'id': 4, 'name': 'Allrounder'}",2020-04-02T15:12:58.000000Z
2783,153732,Shishir,Bhavane,Shishir Bhavane,https://cdn.sportmonks.com/images/cricket/players/31/2783.png,1991-09-24,m,left-hand-bat,right-arm-offbreak,"{'resource': 'positions', 'id': 4, 'name': 'Allrounder'}",2020-04-07T14:26:46.000000Z
2786,153732,Shahbaz,Nadeem,Shahbaz Nadeem,https://cdn.sportmonks.com/images/cricket/players/2/2786.png,1989-08-12,m,right-hand-bat,slow-left-arm-orthodox,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-07T09:08:10.000000Z
2789,153732,Saurabh,Tiwary,Saurabh Tiwary,https://cdn.sportmonks.com/images/cricket/players/5/2789.png,1989-12-30,m,left-hand-bat,,"{'resource': 'positions', 'id': 1, 'name': 'Batsman'}",2020-04-07T08:54:24.000000Z
2792,153732,Jayant,Yadav,Jayant Yadav,https://cdn.sportmonks.com/images/cricket/players/8/2792.png,1990-01-22,m,right-hand-bat,right-arm-offbreak,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-03T04:59:29.000000Z
2795,153732,Jaydev,Unadkat,Jaydev Unadkat,https://cdn.sportmonks.com/images/cricket/players/11/2795.png,1991-10-18,m,right-hand-bat,left-arm-fast-medium,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-03T05:01:02.000000Z
2798,153732,Chidhambaram,Gautam,Chidhambaram Gautam,https://cdn.sportmonks.com/images/cricket/players/14/2798.png,1986-03-08,m,right-hand-bat,,"{'resource': 'positions', 'id': 3, 'name': 'Wicketkeeper'}",2020-04-01T09:32:10.000000Z
2801,153732,Srikar,Bharat,Srikar Bharat,https://cdn.sportmonks.com/images/cricket/players/17/2801.png,1993-10-03,m,right-hand-bat,,"{'resource': 'positions', 'id': 3, 'name': 'Wicketkeeper'}",2020-04-08T04:46:41.000000Z
2804,153732,Domnic,Muthuswami,Domnic Muthuswami,https://cdn.sportmonks.com/images/cricket/players/20/2804.png,1981-03-09,m,right-hand-bat,right-arm-fast-medium,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-01T17:34:06.000000Z
2807,153732,KK,Jiyas,KK Jiyas,https://cdn.sportmonks.com/images/cricket/placeholder.png,1991-10-21,m,right-hand-bat,slow-left-arm-orthodox,"{'resource': 'positions', 'id': 4, 'name': 'Allrounder'}",2020-04-03T07:28:42.000000Z
2813,153732,Shreyas,Iyer,Shreyas Iyer,https://cdn.sportmonks.com/images/cricket/players/29/2813.png,1994-12-06,m,right-hand-bat,legbreak-googly,"{'resource': 'positions', 'id': 1, 'name': 'Batsman'}",2023-03-22T10:37:56.000000Z
2840,153732,Aditya,Tare,Aditya Tare,https://cdn.sportmonks.com/images/cricket/players/24/2840.png,1987-11-07,m,right-hand-bat,,"{'resource': 'positions', 'id': 3, 'name': 'Wicketkeeper'}",2020-03-31T04:44:01.000000Z
2843,153732,Pawan,Suyal,Pawan Suyal,https://cdn.sportmonks.com/images/cricket/players/27/2843.png,1989-10-15,m,right-hand-bat,left-arm-fast-medium,"{'resource': 'positions', 'id': 2, 'name': 'Bowler'}",2020-04-06T05:55:28.000000Z
